content,Positive,Neutral,Negative,Sentiment
浪费了这些画面了。,0.32838673,,0.67161327,negative
因为Disney+Pixar这样的存在才使我对现代动画充满向往我不仅向往那每一帧的画面更向往那群创造奇迹的地方,0.64693891,,0.35306109,positive
以及带有对“灵魂”与“存在”哲学性思考的内核;画面音乐剧情都将近完美，,0.52882374,,0.47117626,positive
叶子掉落的那个画面，,0.340044,,0.659956,negative
电影尽心用画面捕捉了心灵意象世界的神采，,0.55615628,,0.44384372,positive
画面，,0.4784108,,0.5215892,negative
R级画面太多美不胜收。,0.72916079,,0.27083921,positive
并不是画面暗就是黑暗风，,0.43921557,,0.56078443,negative
画面黑得没法看,0.27263024,,0.72736976,negative
画面很美，,0.72999184,,0.27000816,positive
画面和叙事都达到了地狱级别，,0.3383005,,0.6616995,negative
当中有些画面确实好恶心，,0.34232791,,0.65767209,negative
画面刺激，,0.40070303,,0.59929697,negative
电视剧级别的画面，,0.33918305,,0.66081695,negative
画面音乐动感，,0.51060152,,0.48939848,positive
画面都很好，,0.73093845,,0.26906155,positive
虽然在镜头和画面运用上还显得生涩，,0.41699898,,0.58300102,negative
这画面。,0.49288409,,0.50711591,negative
画面拍得很美，,0.72610391,,0.27389609,positive
…画面很美。,0.72994177,,0.27005823,positive
大量偷窥式跟拍和剪辑后不合理的画面变形，,0.32238479,,0.67761521,negative
画面边缘的略微失焦带来一种失重，,0.32780717,,0.67219283,negative
画面比例变化有点意思,0.5871633,,0.4128367,positive
画面精致，,0.70790288,,0.29209712,positive
太像升级画面版的科幻电视剧质感了。,0.67464202,,0.32535798,positive
有几处画面还行,0.48934877,,0.51065123,negative
画面终于不那么水了，,0.38577642,,0.61422358,negative
只记得希特勒骑霸王龙这一个画面。,0.47549406,,0.52450594,negative
画面也很好，,0.73054843,,0.26945157,positive
动作戏上第三幕全是CG的画面连第一幕实拍戏的一半也比不上。,0.38576941,,0.61423059,negative
片头有Kobe画面。,0.5295708,,0.4704292,positive
画面的介质从卡通到真人电影、从黑白到彩色、从电影到漫画，,0.56547895,,0.43452105,positive
每种介质的画面风格都极具特点，,0.39096781,,0.60903219,negative
画面效果非常棒。,0.73083661,,0.26916339,positive
画面音乐都是上乘的，,0.51165734,,0.48834266,positive
最喜感的画面莫过于夜王和小丑站一起，,0.35833468,,0.64166532,negative
画面真的还可以的，,0.72822972,,0.27177028,positive
留给观众去挖掘那些画面下的感动。,0.61453167,,0.38546833,positive
雷达最后在一个巧克力甜甜圈前哭的画面好像只可怜的puppy，,0.28540326,,0.71459674,negative
平静的画面和音乐却很容易的就调动起了观众的情绪，,0.43793798,,0.56206202,negative
这画面眼熟了。,0.52661751,,0.47338249,positive
不少画面甚至没制作完成，,0.28304055,,0.71695945,negative
镜头画面真挚，,0.56796693,,0.43203307,positive
画面和特效真的惊得我无以复加，,0.38795935,,0.61204065,negative
每次美军空袭的画面都会震惊的我无以复加，,0.29901783,,0.70098217,negative
从画面，,0.46677742,,0.53322258,negative
你的画面确实一如既往的美，,0.61717508,,0.38282492,positive
后半段的文戏水到渠成和战争画面融合的很好，,0.71486891,,0.28513109,positive
好在后面强大的战争画面和特效立住了抒情的前提。,0.56759606,,0.43240394,positive
画面还是满满的塑料感，,0.55058746,,0.44941254,positive
长城那段画面是高光之一，,0.52088422,,0.47911578,positive
画面出现在感恩节，,0.63450836,,0.36549164,positive
这个前后画面对比异常强烈。,0.40752883,,0.59247117,negative
画面的推进很震撼，,0.47138375,,0.52861625,negative
画面是极为震撼的，,0.66891047,,0.33108953,positive
没有以往看的战争电影的那种快节奏或者画面切换过多过乱。,0.33745134,,0.66254866,negative
画面太假大空，,0.35826202,,0.64173798,negative
看了首映之后真的最直观的感受就是完全担得起是近些年来最好的战争电影无论是画面还是拍摄以及演员们的演绎都太真诚了太好看了真的很绝真的感谢革命先烈们的奉献正因为有了千千万万先烈们的奉献才换的我们如今和平年代的幸福志愿军战士们永远都是最可爱的人所幸如今的繁华盛世没有辜负他们的付出😭,0.67594201,,0.32405799,positive
感觉画面饱和度过高。,0.55732307,,0.44267693,positive
太讲求画面的美感，,0.49557686,,0.50442314,negative
画面的饱和度高得吓人，,0.36361928,,0.63638072,negative
摄影打光画面感赞一个。,0.72965933,,0.27034067,positive
反而更加混乱；画面太暗，,0.33668328,,0.66331672,negative
每桢画面都布满漆黑的死角，,0.29703058,,0.70296942,negative
2020年了还是画面突然安静的时候，,0.6304936,,0.3695064,positive
另外画面色调和缓慢的配乐真的相当英伦了，,0.53890457,,0.46109543,positive
画面还停留在上一个场景中延续，,0.42718713,,0.57281287,negative
下一个场景的声音就跃入画面，,0.47602729,,0.52397271,negative
画面构图，,0.50059484,,0.49940516,positive
细腻内敛的情绪融于优美的画面，,0.59965772,,0.40034228,positive
画面也好看，,0.66846451,,0.33153549,positive
画面更精美了，,0.73049728,,0.26950272,positive
绝美画面，,0.58460733,,0.41539267,positive
画面简直一流，,0.6922346,,0.3077654,positive
画面真的全面升级，,0.71062059,,0.28937941,positive
所以魔法画面更多变有趣！,0.53546253,,0.46453747,positive
画面跟缩水一样，,0.28534808,,0.71465192,negative
完全没有第一部“letitgo”那段场景震撼绚丽（黑暗风不是画面完全没有细节），,0.44340901,,0.55659099,negative
。无力欣赏画面。,0.41039215,,0.58960785,negative
画面做得更华丽，,0.63989137,,0.36010863,positive
画面上，,0.33752405,,0.66247595,negative
画面简直美爆！,0.72249607,,0.27750393,positive
除了画面一流，,0.57066918,,0.42933082,positive
总体就是看看画面精致，,0.720338,,0.279662,positive
人美景美歌好听画面好看还要啥自行车，,0.72694196,,0.27305804,positive
画面美，,0.6089599,,0.3910401,positive
无比精致华丽的画面和动听的音乐一直是迪士尼的看家法宝，,0.66653499,,0.33346501,positive
画面美得无敌，,0.72387967,,0.27612033,positive
画面好看起来，,0.68130206,,0.31869794,positive
但大场面反而让画面失控，,0.362429,,0.637571,negative
画面都是油画般的厚重质感。,0.49325333,,0.50674667,negative
IMAX版画面都这么暗，,0.28888766,,0.71111234,negative
2.第一部《哥斯拉》画面过于阴暗不明的3D、哥斯拉“犹抱琵琶半遮面”拖拉很久才出场等问题，,0.46921734,,0.53078266,negative
4.电影里不少台词画面关联到第一部以及《金刚：骷髅岛》，,0.52186646,,0.47813354,positive
嫌弃画面太黑的要么是无脑黑，,0.26958128,,0.73041872,negative
永远烙印在了心里的美丽画面。,0.67772004,,0.32227996,positive
但这个系列画面亮度的问题始终是个谜，,0.48720082,,0.51279918,negative
画面还全程黑不溜秋，,0.38107469,,0.61892531,negative
画面整体偏暗，,0.27995636,,0.72004364,negative
如果人类戏份有且仅有运送鱼雷给哥斯拉那里（画面美到窒息）我愿意加一星。,0.58567995,,0.41432005,positive
多个画面宏大而震撼，,0.63925988,,0.36074012,positive
有几个画面很帅。,0.64901515,,0.35098485,positive
更不要提爬行和昆虫有这画面简直柏拉图。,0.44583674,,0.55416326,negative
老友”时情感画面处理得非常细腻。,0.68413673,,0.31586327,positive
画面、视效、中国元素都没得说。,0.53100916,,0.46899084,positive
画面美，,0.6089599,,0.3910401,positive
画面不错，,0.73075286,,0.26924714,positive
画面再好都是虚的，,0.34420841,,0.65579159,negative
一个画面：姜子牙披散着头发，,0.50792182,,0.49207818,positive
画面get到了。,0.53260258,,0.46739742,positive
无论你画面再这么精致作为商业电影的首要内核是把故事讲好吧。,0.54457243,,0.45542757,positive
画面特效也就一般吧……,0.35377253,,0.64622747,negative
技术画面没得说，,0.49948714,,0.50051286,negative
不值得我在本可以睡懒觉的十一上午起大早去看剧情太弱画面我也看不出个所以然中间的很多笑点有点不合时宜,0.41863378,,0.58136622,negative
再好的画面也无法掩盖，,0.28295973,,0.71704027,negative
画面细节很精致，,0.72583626,,0.27416374,positive
画面更精美，,0.72474747,,0.27525253,positive
加上绚丽壮美的画面，,0.63642743,,0.36357257,positive
徒有华丽画面主线剧情一路泄气就算了，,0.36601375,,0.63398625,negative
两份全给画面，,0.4908685,,0.5091315,negative
本片是一部画面胜过故事的电影，,0.5919565,,0.4080435,positive
画面精美，,0.72485092,,0.27514908,positive
只限于角色和画面。,0.50213802,,0.49786198,positive
国漫迄今为止最大的进步远不仅仅是精细的画面和炸裂的特效这些技术层面的东西，,0.47606588,,0.52393412,negative
反专制特效打击感强烈流畅光影效果中国韵律十足思想上走传统儒家思辩区别于迪士尼梦工厂等传统欧美大厂没有走抖机灵小故事的商业模板而是选择另辟蹊径的成人哲学思考不插科打诨烧钱烧出实实在在的画面最后预告片的水墨风预告片真的国漫，,0.55946496,,0.44053504,positive
画面很壮观，,0.64028609,,0.35971391,positive
经常会出现很酷炫但不知所云的画面。,0.40207055,,0.59792945,negative
画面太游戏化了，,0.63396298,,0.36603702,positive
画面和格局都达到了很高的档次,0.61808033,,0.38191967,positive
画面和想象力都是惊人的，,0.4172057,,0.5827943,negative
1.画面得分两层看：一层是场景设计非常牛逼，,0.48704349,,0.51295651,negative
从画面来说，,0.49683942,,0.50316058,negative
画面没什么好说的，,0.55985326,,0.44014674,positive
几乎所有画面都蒙着一层雾看不清，,0.30539265,,0.69460735,negative
且画面流逝太快，,0.55814945,,0.44185055,positive
从画面上看，,0.47392486,,0.52607514,negative
画面很炫姜子牙的配音很烦张开嘴说话可以吗仿佛我看了个偶像剧般的姜子牙还是杨洋演的那种最后我滴妈呀卍解变耶稣ip可以改编但要是铺垫不明不讲逻辑仿佛是要给你讲个很牛叉的世界观来显得主创很牛叉我怀疑就真的是在装叉任何讲不好故事的片子都不是好片子(我又想起了堵得慌的大鱼)四不像最后的一口又可爱又心疼噗地消失空中不禁感叹这该死的煽情好吧就吃这套强行加了一星,0.36545924,,0.63454076,negative
画面已经有能力做到那么精美漂亮了，,0.70595625,,0.29404375,positive
画面是真的没得说，,0.51690016,,0.48309984,positive
国产动画画面美术是真的很棒了，,0.72706186,,0.27293814,positive
但录像带画面出来的时候依旧有些瘆得慌，,0.48849061,,0.51150939,negative
因为有些镜头画面还是会给你一种登峰造极的体验感，,0.49361862,,0.50638138,negative
删减版的结果就是在一些真相借此由直观画面来得以展现而形成的冲击力上都会因此观感缩水。,0.45119849,,0.54880151,negative
画面造型上看不出有多特别。,0.54010681,,0.45989319,positive
很多夜景画面质感十足，,0.52972121,,0.47027879,positive
用复古阴暗的画面让你沉浸在抽丝剥茧的快速剧情中。,0.3975661,,0.6024339,negative
画面太美丽了，,0.73016354,,0.26983646,positive
Jack的短暂栩栩如生CG画面还算精彩，,0.71187216,,0.28812784,positive
华丽却没有灵魂的回头杀惊悚画面占了大半，,0.3115595,,0.6884405,negative
很多画面拍的很唯美，,0.6793066,,0.3206934,positive
既然有赋予画面多义性的必要，,0.57758702,,0.42241298,positive
那也必然有定义画面唯一性的选择，,0.57601429,,0.42398571,positive
虽然画面定格不过几秒又略形式，,0.60114592,,0.39885408,positive
等等曾经熟悉的电影桥段画面、演员角色接二连三相继出现时，,0.49058101,,0.50941899,negative
画面不错所有男角色都弱爆了,0.44521703,,0.55478297,negative
一部在犯罪片的基础上力求突破传统推陈出新的作品也是一部少有的全能港片节奏很好该快就快该慢就慢感情戏很温馨推理还行起码不是强行脑补破案有铺垫有线索真凶有反转但是也在意料之外情理之中结尾让古仔的角色不止是一个土匪有些场景封画面也很漂亮导演很有想法喜欢这种高智商的犯罪片,0.50570992,,0.49429008,positive
看完集体鼓掌的画面吗？,0.46001946,,0.53998054,negative
画面瑰丽，,0.52227768,,0.47772232,positive
接下来要探索怎么引导观众去看画面，,0.46375321,,0.53624679,negative
画面、情节很多都是经典/知名科幻片的移植，,0.5224175,,0.4775825,positive
你压根不会为任何一个画面或者情节感到激动甚至颤抖。,0.41146738,,0.58853262,negative
评分绝大部分给画面特效。,0.52681798,,0.47318202,positive
至于“画面”，,0.49846287,,0.50153713,negative
我从来不觉得CG动画和电影的画面是一回事，,0.4733705,,0.5266295,negative
但既然很多人觉得“看得爽”就等于“画面美”，,0.53728262,,0.46271738,positive
但是画面略晃3d看得有点晕，,0.36114847,,0.63885153,negative
设定、特效、画面。,0.52559784,,0.47440216,positive
画面质量国际水平，,0.30903016,,0.69096984,negative
没有一帧画面算电影，,0.38218461,,0.61781539,negative
泪点就是耿耿与几位毕业多年后的同学欣赏年少时的画面，,0.38906392,,0.61093608,negative
画面太暗,0.3336384,,0.6663616,negative
画面色调特别伤害眼睛，,0.28588674,,0.71411326,negative
村里的大爷大妈年轻时或许都是身经百战的特工英雄尤其是大鹅这样的女人她身上独有的荒诞感和黑色幽默很有嚼头能把普通人拍成电影感的画面策导作用必不可少但演员本身的领悟也十分珍贵建议喜欢的去B站看广场系列望山楂和老无所依两期非常棒,0.58889498,,0.41110502,positive
镜头、画面、转场也都挺用心，,0.69190704,,0.30809296,positive
整个电影就风景画面可以看。,0.55283709,,0.44716291,positive
每一个画面都美的像是影楼摄影师拍的,0.60787649,,0.39212351,positive
几个画面来回切，,0.45622313,,0.54377687,negative
最后一段酒吧吟唱忆往昔是全片最美的画面。,0.50885726,,0.49114274,positive
画面感十足。,0.54040564,,0.45959436,positive
画面好看,0.73065495,,0.26934505,positive
当然亮点还是在对原型的还原以及实打实的海上画面。,0.56365433,,0.43634567,positive
但紧张画面太多中间睡着了，,0.41401232,,0.58598768,negative
居然只通过画面冷暖调不同来区分七年前和七年后，,0.41509487,,0.58490513,negative
顶着一个鸡窝头的Laurie跟jo表白的时候那个画面太太太美了,0.72647812,,0.27352188,positive
最明显的特点就是只要是从有他俩的画面切入，,0.52727957,,0.47272043,positive
30美金的超前点播...可能是我期待太高了优缺点都很明显的一版花木兰优点当然是武术编排和画面雪崩那场戏尤为突出缺点则是我没有看到木兰的成长她对自我身份的认同过程太潦草了我完全无法和她共情最后被剪掉的动画版桥段的确对剧情有影响7/10,0.48756388,,0.51243612,negative
画面质感一流，,0.67635251,,0.32364749,positive
而且画面饱和度太高，,0.57963662,,0.42036338,positive
画面像是用脑补出来的东方元素强行拼接的。,0.36648194,,0.63351806,negative
非常有画面感。,0.69296322,,0.30703678,positive
画面很美，,0.72999184,,0.27000816,positive
画面不错，,0.73075286,,0.26924714,positive
画面服装还比较喜欢，,0.52292541,,0.47707459,positive
画面乌漆墨黑，,0.31862639,,0.68137361,negative
血和水混作一体的言情画面时，,0.47638369,,0.52361631,negative
看到四个章节的艺术字文案浮现在画面下方时就有不妙的预感：）幸好两个主角的表现算自然服帖，,0.54578526,,0.45421474,positive
两星给钟楚曦和罗晋演技画面还有片尾曲,0.49848353,,0.50151647,negative
然而画面要不要这么暗啊，,0.37641019,,0.62358981,negative
感觉画面不错……,0.72866288,,0.27133712,positive
画面黑暗，,0.29897091,,0.70102909,negative
音效啊视觉画面都不错，,0.72736522,,0.27263478,positive
低配grass版恐怖游轮看的太困了画面真鸡儿暗结局不错某人为啥这么爱演反派……,0.48414958,,0.51585042,negative
剧情需要反复观看斟酌才能推敲完整但个人觉得特效和画面已经做得很不错演员也挺卖力演出设定新颖还是值得鼓励下！,0.70164516,,0.29835484,positive
复古的画面体现的是廉价感。,0.54960392,,0.45039608,positive
剧情相对画面来说好了太多！,0.36241585,,0.63758415,negative
这么美的小清新布景画面造型实在不忍心打两星但实在拍得太漫不经心男主连皮卡丘这种商业片都演得很烂怎么能骗到爱情片的资源实在无解Fanning可能也是想拍个爱情片补充一下履历但恕我直言演过不少复杂角色后22岁回去演高中生我已经觉得有点不合时宜了以后还是接片谨慎点……,0.58327852,,0.41672148,positive
画面、特效和上海沉没能看、可喜。,0.59907912,,0.40092088,positive
真的就是毫无才华的把摄影机对准了画面中在动的一切物体，,0.48812599,,0.51187401,negative
全员仿佛义乌小市场100块5件打包带回的衣品、小k在矿石厂踩着男士的头努力往上爬的情景、娜奥米被反派轮着撞水管又抡起鼠标狂抽反派的画面，,0.46299987,,0.53700013,negative
画面真实得像是荧幕都消失了，,0.62646435,,0.37353565,positive
（某东植入广告太破坏哥总威武的画面美感！,0.51344194,,0.48655806,positive
这一部在画面表现上有一点是有显著进步的，,0.54916278,,0.45083722,positive
我分分钟穿回到盗梦空间里小李子带着玛丽昂游走在他们构建的虚无里的画面，,0.4375296,,0.5624704,negative
画面特效美术世界观拍摄一流！,0.71743175,,0.28256825,positive
无脑爽片的画面都有，,0.47330424,,0.52669576,negative
画面还行，,0.52198218,,0.47801782,positive
配乐和画面充满了美国B级cult片的恶趣味，,0.52090753,,0.47909247,positive
偶尔出现的浴血奋战的性爱画面，,0.54438777,,0.45561223,positive
姐妹俩勇斗骑着机械飞鲨的画面就像重返德军总部通关一样，,0.41574611,,0.58425389,negative
画面更像游戏，,0.47071462,,0.52928538,negative
画面的视觉冲击和配乐也做的恰如其分的绚烂。,0.40909265,,0.59090735,negative
整体感觉画面更精致了，,0.72937104,,0.27062896,positive
即使画面稍粗糙一点，,0.29313066,,0.70686934,negative
CG画面制作蛮精致的，,0.71231711,,0.28768289,positive
画面，,0.4784108,,0.5215892,negative
除了画面进步以外其他都不如,0.38717471,,0.61282529,negative
画面还是比较唯美的。,0.72106223,,0.27893777,positive
画面不错，,0.73075286,,0.26924714,positive
画面挺美的，,0.71190239,,0.28809761,positive
画面+1星,0.49384523,,0.50615477,negative
还有画面的控制很美，,0.72244517,,0.27755483,positive
画面美,0.72445733,,0.27554267,positive
画面绚丽，,0.5482749,,0.4517251,positive
还好画面一如既往的精致细腻，,0.71314592,,0.28685408,positive
各种长镜头、跳跃的剪辑、极具冲击力的画面设计，,0.49464573,,0.50535427,negative
造型画面和剧情都很酷炫，,0.48313141,,0.51686859,negative
画面内容丰富。,0.5833013,,0.4166987,positive
迪士尼的内容硬塞进来超级难受拼凑的很勉强画面很考究，,0.30883169,,0.69116831,negative
居然是迪士尼的画面好漂亮看着好开心大雪里各种颜色的小房子最有圣诞气息啦说了好多次的希望以后可以在圣诞的时候去芬兰的什么圣诞小镇看看,0.72317814,,0.27682186,positive
画面很童话感，,0.43720317,,0.56279683,negative
女权黑人政治正确除了画面很圣诞很美故事不太好看,0.67231777,,0.32768223,positive
画面精致，,0.70790288,,0.29209712,positive
画面很漂亮。,0.72764922,,0.27235078,positive
画面也是美的，,0.50374166,,0.49625834,positive
部分场景和画面像是缺了经费一样简陋，,0.47630659,,0.52369341,negative
一开始的画面也奠定了全片的基调，,0.43503347,,0.56496653,negative
看之前大抵能够预料画面可以当壁纸，,0.64511699,,0.35488301,positive
不信把这首歌配着画面一起看：“在我地盘这你就得听我的...观念不及格，,0.375489,,0.624511,negative
8.27点映从画面到配音到配乐到故事，,0.51208288,,0.48791712,positive
多数画面美的可以做壁纸，,0.66850411,,0.33149589,positive
画面几乎没有细节，,0.46932252,,0.53067748,negative
就是那种一看就令人放松愉悦展露笑颜的画面，,0.54778526,,0.45221474,positive
画面很美，,0.72999184,,0.27000816,positive
画面、剧情、人设都很糟……,0.37604069,,0.62395931,negative
从画面到剧本都普通的不得了，,0.53456962,,0.46543038,positive
画面显得过于简单了，,0.50294179,,0.49705821,positive
画面干净，,0.61178786,,0.38821214,positive
声优还有动画的动作设计都不输画面，,0.60814153,,0.39185847,positive
整体画面很舒服；二是角色反转挺大的，,0.70406383,,0.29593617,positive
设定和调度风格各种眼熟；动作画面中间帧太少，,0.52938155,,0.47061845,positive
外加人物填色无阴影、一找到机会就给画面大片留白，,0.473162,,0.526838,negative
在画面和人设上更有风格统一感了，,0.52024735,,0.47975265,positive
画面美炸，,0.51334119,,0.48665881,positive
惊喜满满的动画地铁那场战斗和最后那场大战都是顶级战斗画面分镜强大看过最好的国产动漫化战斗强烈建议换海报,0.64644531,,0.35355469,positive
最不爽的是画面太糙了，,0.2737148,,0.7262852,negative
还是在熙牺牲的壮烈画面...这算次有效合作吧。,0.51165426,,0.48834574,positive
三星给画面和音乐。,0.47650831,,0.52349169,negative
为画面带来了不可撼动的力量。,0.68244538,,0.31755462,positive
复古画面，,0.47983342,,0.52016658,negative
但画面更精致，,0.71359055,,0.28640945,positive
画面很漂亮。,0.72764922,,0.27235078,positive
用这种如记忆般的零碎画面式片段故事迫使观众进行“脑补”活动，,0.43876757,,0.56123243,negative
超乎想象地难看两星给画面不懂这部电影的意义是什么男主这种人我一秒也不会和他多纠缠,0.34490434,,0.65509566,negative
每个画面都唯美的像mv,0.7088854,,0.2911146,positive
