content,Positive,Neutral,Negative,Sentiment
演员的表演和分镜加分不少,0.68864234,,0.31135766,positive
演员都演得好认真，,0.66859544,,0.33140456,positive
白瞎了一干好演员的表演,0.64983339,,0.35016661,positive
两个演员值一星，,0.27501826,,0.72498174,negative
剧情很一般经不起推敲演员救回来一些贺来贤人是真的帅啊,0.30836846,,0.69163154,negative
冲着喜剧演员来的，,0.5198335,,0.4801665,positive
两个演员我都很喜欢，,0.72969855,,0.27030145,positive
一星给演员们吧，,0.29462704,,0.70537296,negative
三星给我熟悉的演员们,0.58005028,,0.41994972,positive
若手里数一数二的好演员。,0.54881529,,0.45118471,positive
优秀的演员和演技都救不回来的剧情硬伤，,0.41213225,,0.58786775,negative
小鲜肉演员一上。,0.47388604,,0.52611396,negative
虽说演员比较有信念感，,0.69167989,,0.30832011,positive
演员都在线，,0.49721551,,0.50278449,negative
2.演员颜值不高，,0.4134502,,0.5865498,negative
剧本、特效、演员都不错！,0.73078048,,0.26921952,positive
演员不帅不美，,0.39170186,,0.60829814,negative
换个制作换一批演员，,0.41952506,,0.58047494,negative
演员不能说演的特别好，,0.68894109,,0.31105891,positive
但几个主要的演员，,0.51744933,,0.48255067,positive
这就够了1星编剧1星演员1星结局1星主题曲。,0.44164502,,0.55835498,negative
但是演员的演技着实不行。,0.37633042,,0.62366958,negative
稚嫩的演员，,0.49963972,,0.50036028,negative
演员好，,0.72569699,,0.27430301,positive
虽然演员演技不行特效也不行...,0.27747788,,0.72252212,negative
演员演技也在线啊，,0.45087804,,0.54912196,negative
不过各位演员的演技实在有些尴尬。,0.50601228,,0.49398772,positive
奈何演员演技真的太差了，,0.27062678,,0.72937322,negative
但演员挺认真的。,0.71113165,,0.28886835,positive
演员们的颜值可以，,0.62864644,,0.37135356,positive
就是演员太丑！,0.35102784,,0.64897216,negative
演员演技蹩脚，,0.47141221,,0.52858779,negative
另外第二个男演员实在是卖力，,0.50798807,,0.49201193,positive
只要演员不觉得恶心恶心的就是观众,0.27186864,,0.72813136,negative
一星是给裸露的女演员的,0.291766,,0.708234,negative
男主是湿婆演员。,0.4869065,,0.5130935,negative
印象中外国女演员之罕见。,0.52223381,,0.47776619,positive
演员挺漂亮~但是细节就不能多说了，,0.68748572,,0.31251428,positive
演员都还挺不错的，,0.72919001,,0.27080999,positive
漂漂亮亮的演员，,0.72862585,,0.27137415,positive
演员演技总体还不错，,0.73100276,,0.26899724,positive
有几个演员脸长的泰国，,0.45818133,,0.54181867,negative
演员演技在线。,0.49839845,,0.50160155,negative
都是miu和unnatural的演员团，,0.56262133,,0.43737867,positive
演员表现较为平庸。,0.5698628,,0.4301372,positive
从他的演员履历来说，,0.45444804,,0.54555196,negative
演员选的都很好，,0.73029762,,0.26970238,positive
虽然演员那么多，,0.63817726,,0.36182274,positive
演员演技太用力了，,0.51207416,,0.48792584,positive
完全靠情节靠演员推进，,0.50154035,,0.49845965,positive
演员阵容也很强大。,0.70351569,,0.29648431,positive
就还挺无聊可惜了演员班底,0.26941116,,0.73058884,negative
演员选得都挺好，,0.72382105,,0.27617895,positive
就好像一口一口被填进了很多乏味的东西orz所幸想要表达的主题和各位演员的演技都很赞，,0.6285799,,0.3714201,positive
演员演技也是毫无亮点可言。,0.49777686,,0.50222314,negative
看到性格演员玛格马丁戴尔就感觉这部片子不简单有科恩兄弟的黑色风味整体来说内容一环扣一环的走向明争暗斗的女人帮几处特写和船歌很应景只是掌控力没有那么足九十分钟有点仓促翻译的片名我是真不明白为什么,0.55852314,,0.44147686,positive
全员女性演员的片子整体上来看略有些粘稠，,0.62906834,,0.37093166,positive
为了开场表演看完了整场/牛姐实力喜剧演员,0.61112883,,0.38887117,positive
很多热播剧演员嘞。,0.50103742,,0.49896258,positive
所有演员表演得浑然天成，,0.41441864,,0.58558136,negative
不得不说三位演员的演技极好，,0.63572278,,0.36427722,positive
演员方面，,0.53616734,,0.46383266,positive
演员和宠物互动，,0.54413709,,0.45586291,positive
演员演技、台词白给，,0.46585856,,0.53414144,negative
演员完成度也不错，,0.71794364,,0.28205636,positive
浪费演员。,0.2857903,,0.7142097,negative
演员和对应的宠物🈶神似。,0.40554907,,0.59445093,negative
两个年轻演员演绎得特别好，,0.72445181,,0.27554819,positive
演员演技浮夸，,0.48662064,,0.51337936,negative
但不同片段的演员选角非常恰如其分，,0.53364067,,0.46635933,positive
继《沙海》之后也又一次被于和伟老师的演技所折服😭宠物演员们太可爱了太可爱了太可爱了我要说一百遍！,0.70917072,,0.29082928,positive
一众演员很加分！,0.51631277,,0.48368723,positive
演员很养眼，,0.44156871,,0.55843129,negative
里面的演员除了张子枫都在这片里变得加倍讨厌和无聊。,0.31237316,,0.68762684,negative
可能众演员觉得对方都可以相互垫背也不在乎演多烂和羞耻play了。,0.28211033,,0.71788967,negative
都有好电影拍演员导演都要点脸，,0.47574172,,0.52425828,negative
看完你就明白某些演员们那猪狗不如的演技了……,0.46959991,,0.53040009,negative
一堆年轻演员还算正常发挥。,0.5910603,,0.4089397,positive
但在这片里简直碾压全片女演员无压力（尤其在脸僵的不能看的杨子姗对比下），,0.38753596,,0.61246404,negative
六个故事六组明星六个萌宠六种情感人与动物之间的温情小故事有些动物是维系感情的桥梁有些动物是光明世界的曙光有些动物是爱的延续有些动物是相伴一生的保护最大感触是每个故事背后的“爱”有不懂表达的父爱有相互陪伴的友爱有互相包容的恋爱有默默守候的温暖等动物演员表演也是非常精彩,0.58687062,,0.41312938,positive
期待吴演员！,0.7299571,,0.2700429,positive
贺岁片不意味着可以随便拉一群大牌演员随便拼几个故事就可以了。,0.54072185,,0.45927815,positive
是演员们（观众）的大型沉浸式表演顺便拍了一下吧,0.66838692,,0.33161308,positive
可惜演员的颜值真的都不行，,0.2766511,,0.7233489,negative
最神奇的是塞拉招素人演员的时候没有告诉人家要演什么。,0.51047181,,0.48952819,positive
演员真刀真枪，,0.46729336,,0.53270664,negative
六耳那演员还可以，,0.68152701,,0.31847299,positive
而无论是两位演员还是悟空六耳，,0.5069274,,0.4930726,positive
导演和一众演员对待电影的态度是诚恳的，,0.55870175,,0.44129825,positive
不谈演员，,0.43116741,,0.56883259,negative
所有演员的努力给一星。,0.31818003,,0.68181997,negative
但如此出色的三位新人演员，,0.6979865,,0.3020135,positive
好莱坞总算找到一个中国话说得不那么别扭的华裔演员了。,0.36660731,,0.63339269,negative
可惜剧本和演员都差那么一口气，,0.5576712,,0.4423288,positive
这个演员是Netflix专用么，,0.44383708,,0.55616292,negative
在这种时刻导演不能把艰巨的任务交给年轻的演员，,0.40080495,,0.59919505,negative
三位演员互相都很有化学作用，,0.64924525,,0.35075475,positive
真人版的演员给加分不少,0.68302694,,0.31697306,positive
但演员真不适合他。,0.40758424,,0.59241576,negative
外搭几分成年演员的“人生拐点”…最后以大唱跳包圆结束，,0.51393009,,0.48606991,positive
新人演员太木讷。,0.40384409,,0.59615591,negative
村炮版《欢乐合唱团》年轻演员和四位年龄总和200岁的老演员参演了一部长达2小时多的LGBT平权电视电影。,0.64315182,,0.35684818,positive
但每个演员的情绪都好饱满，,0.69385968,,0.30614032,positive
演员也是够难受的，,0.26917105,,0.73082895,negative
演员、服装、摄影、灯光等等的投入无不穷奢极欲，,0.49573951,,0.50426049,negative
这个可以当是《演员自我修养》的教辅……,0.65980506,,0.34019494,positive
小情侣演员两人本色出演并无姬情，,0.51641369,,0.48358631,positive
每位演员的表演都是如此精彩，,0.72236129,,0.27763871,positive
原来也是Hamilton的演员，,0.61675163,,0.38324837,positive
加上演员很日式的那种歇斯底里的演法和导演很强的情绪掌控能力，,0.53679998,,0.46320002,positive
洼田是一个极具才华的演员，,0.46580499,,0.53419501,negative
天生该当演员的,0.56911822,,0.43088178,positive
男演员方面，,0.55657398,,0.44342602,positive
内野圣阳也是霸气十足；女演员方面，,0.53636981,,0.46363019,positive
一众名演员也由他瞎玩，,0.3373059,,0.6626941,negative
侯孝贤电影演员三合会，,0.49817963,,0.50182037,negative
霓虹最有纯情感的男演员,0.68329599,,0.31670401,positive
演员太赞了虽然我个人不是很喜欢这种类型的片子实在不喜欢血腥暴力,0.39241147,,0.60758853,negative
丝毫不影响剧情～天南海北的语言掩盖不了演员表演的浮夸，,0.52654102,,0.47345898,positive
主角其实是所有的希腊演员（看看导演下刀的位置）。,0.63527553,,0.36472447,positive
感觉这演员还不错，,0.72940494,,0.27059506,positive
typecasting真要演员命，,0.65633712,,0.34366288,positive
浪费了贝金赛尔这个演员……,0.43430573,,0.56569427,negative
贝金赛尔一直是比较吃她颜的一个演员，,0.60695514,,0.39304486,positive
两位女演员的胸不错,0.73013511,,0.26986489,positive
就是演员演技太烂,0.47140225,,0.52859775,negative
我只想问演女儿的叫啥演员,0.42376518,,0.57623482,negative
这么烂的剧情真是难为导演演员了,0.27161633,,0.72838367,negative
演员的演技也都发挥的很不错，,0.72815697,,0.27184303,positive
这部片子犯人虽然好猜（看演员表番手），,0.69640697,,0.30359303,positive
纯粹就是个变态吧🤮杀人镜头还特别多又血腥😂演员演得都还挺好，,0.27935174,,0.72064826,negative
想必演员是学舞蹈出生，,0.51950057,,0.48049943,positive
演员基本叫不上名，,0.49330935,,0.50669065,negative
然后一直讨论演员的眼妆是怎么画的。,0.43060191,,0.56939809,negative
但是不知道是演员都很养眼还是怎么的，,0.57104427,,0.42895573,positive
演员确实选的挺好。,0.71488365,,0.28511635,positive
倒是有几个地方不知道是演员演技的问题还是剧情本来就具有迷惑性。,0.43760719,,0.56239281,negative
演员的演技很尴尬。,0.49640685,,0.50359315,negative
演员阵容很惊喜喜欢泰伊(莉莉说自己不想当船长爹地会什么反应get到莫名笑点)智商真的是人工筛选出来的么Bran你的智慧哪里去了(这张脸让我总是忍不住跳戏找轮椅)真相摆在眼前却不相信你的一群人...帮这群人打开武器房自己什么也没拿到的男主...连跑带闹真人CS你们真把太空舱当太空主题旅馆了？,0.58516675,,0.41483325,positive
演员选得不错，,0.73102324,,0.26897676,positive
说起来这里的年轻演员都还是不错的一批，,0.69605323,,0.30394677,positive
其实演员是过关的，,0.49303309,,0.50696691,negative
年轻演员没有说垮掉节奏。,0.41551133,,0.58448867,negative
反乌托邦的题材很新颖演员都是主演过商业大片的小演员德普千金继承了深邃的眼窝演技精进也是早晚的事基本没有大的失误但和导演的另一个系列《分歧者》一样空有噱头和话题但真正落到纸面的内容少的可怜对欲望革命反抗这种议题只是走走过场和《星际探索》基本走了两个极端,0.46961621,,0.53038379,negative
好在年轻演员演技有加分,0.51232209,,0.48767791,positive
演员演技，,0.49618936,,0.50381064,negative
这个小演员应该去教教剧组里其他演员什么叫做演戏和打破第三堵墙。,0.42527889,,0.57472111,negative
演员让人出戏，,0.46730407,,0.53269593,negative
演员的演技，,0.4940415,,0.5059585,negative
从编剧到导演到演员统统充斥着尴尬（小女孩倒是例外，,0.4141005,,0.5858995,negative
小演员演的挺好，,0.70731659,,0.29268341,positive
还有很多不错的演员。,0.67094122,,0.32905878,positive
小演员也非常有灵气，,0.68049129,,0.31950871,positive
演员演技有些小尴尬！,0.41561975,,0.58438025,negative
小演员也表现的真实感人。,0.71991134,,0.28008866,positive
小演员演的真好，,0.73100325,,0.26899675,positive
而且演员可能还需要再努力努力。,0.62140906,,0.37859094,positive
演员又怎样，,0.31975962,,0.68024038,negative
演员们演戏跟演话剧一样生硬不适。,0.47654542,,0.52345458,negative
演员有在认真演噢。,0.62418734,,0.37581266,positive
作为演员终于回归大屏幕，,0.57988075,,0.42011925,positive
庆幸的是在她作为演员重新出发的这部电影中，,0.57047559,,0.42952441,positive
作为演员终于回归大屏幕，,0.57988075,,0.42011925,positive
演员们满头大汗。,0.40290004,,0.59709996,negative
俄罗斯女演员……,0.51625645,,0.48374355,positive
我看指挥都比看演员入戏.....（指挥好潮好猜火车）,0.68839631,,0.31160369,positive
但也好歹找个年纪差不多的女演员？,0.46346015,,0.53653985,negative
演员普遍演技不太好,0.27408621,,0.72591379,negative
导演找演员的眼光不太行。,0.4522775,,0.5477225,negative
演员的演技也真的是……,0.46151296,,0.53848704,negative
有没有拉黑演员导演的方法,0.5521719,,0.4478281,positive
这部剧的演员演技真的尬的能扣进地心……,0.41341366,,0.58658634,negative
看到演员表里有塔拉·雷德，,0.34290753,,0.65709247,negative
导演、编剧精心设计了很多“障眼法”：用跳跃往复循环的剪辑模糊时间概念；用公寓-诊所-养老院近似或雷同的房间结构打乱空间感受；用角色身份交替错乱的演员混淆人物。,0.42079318,,0.57920682,negative
就是这部由85岁的名演员霍布金斯主演的《父亲》。,0.52019894,,0.47980106,positive
应该是今年奥斯卡最佳男演员的必选之作。,0.70844764,,0.29155236,positive
演员的表演也相辅相成，,0.59336675,,0.40663325,positive
欠缺镜头语言逻辑（剪辑更照顾的是演员表演，,0.45942966,,0.54057034,negative
向伟大的演员致敬❤️】,0.55150775,,0.44849225,positive
让人相信角色灵魂附体的演员真的存在。,0.54614061,,0.45385939,positive
好伟大的演员,0.73031533,,0.26968467,positive
此“安东尼”（片中主角）和彼安东尼（演员本人）互相牵引，,0.51761622,,0.48238378,positive
这样的演员值得所有人肃然起敬。,0.64419594,,0.35580406,positive
舞台剧就是比较捧演员和重视演技。,0.56243031,,0.43756969,positive
同样是1937年出生的演员，,0.39008056,,0.60991944,negative
由于演员工会把男女主都给到《蓝调天后》，,0.51574257,,0.48425743,positive
但有两个硬伤实在没救：一是演员不论正反派，,0.44985198,,0.55014802,negative
饰演Linda的演员也是和游戏主角Linda的外貌很相似。,0.57889732,,0.42110268,positive
本来演员特效氛围都在线，,0.36757201,,0.63242799,negative
"全员智障+残疾!全程只会鬼叫的女演员若你是鬼你都想把她们干掉!套路成这样子!可能是弱智的某些大众会喜欢看这种垃圾,",0.2811177,,0.7188823,negative
好演员+好风景+好音乐+一塌糊涂的剧情，,0.52372395,,0.47627605,positive
EmilyBronte最喜欢的女演员之一,0.72482786,,0.27517214,positive
老演员的演技老道，,0.47734358,,0.52265642,negative
爱尔兰的乡村美景如诗的音乐优秀的演员野生百里香边盛开的石楠花清澈银色喷泉旁的凉亭都变成了最无聊矫情的那一类爱情故事,0.6207097,,0.3792903,positive
如果他们没有模特出现的演员来代表乡村/农民，,0.35536335,,0.64463665,negative
演员和剧本都很认真，,0.53412264,,0.46587736,positive
不知名的演员，,0.48819051,,0.51180949,negative
演员说着他自己都不相信的心灵鸡汤，,0.4312991,,0.5687009,negative
演员很信角色，,0.54759429,,0.45240571,positive
演员用灾难式的机械虚假表演演绎着上世纪都嫌矫揉造作的地摊文学。,0.36114485,,0.63885515,negative
演员再美味道就不是那个味道。,0.46728316,,0.53271684,negative
外国演员出演的桥段看上去完全没有华人导演的痕迹，,0.50877136,,0.49122864,positive
演员的英语也要从生涩到流利，,0.49812675,,0.50187325,negative
好在从导演到演员，,0.51599941,,0.48400059,positive
能够弥补年轻演员难以演出的岁月痕迹。,0.38607711,,0.61392289,negative
演员稀少，,0.48945885,,0.51054115,negative
演员一遍遍的说着那些肉麻台词，,0.49853658,,0.50146342,negative
归功于两个演员，,0.48372501,,0.51627499,negative
演员不对劲儿。,0.33018765,,0.66981235,negative
情节新颖演员演技不错原创多样化的电影故事是值得鼓励的,0.66483185,,0.33516815,positive
演员演技都到位，,0.44360088,,0.55639912,negative
包括演员，,0.4975994,,0.5024006,negative
演员的颜值也不行。,0.31729114,,0.68270886,negative
Point早就迷失在演员过度表演和人物内外反差强弱必须转换的陈词滥调里了。,0.28919876,,0.71080124,negative
只要Phil的演员是本尼迪克特·康伯巴奇，,0.50898705,,0.49101295,positive
画面的呈现和演员表现都很棒，,0.72003486,,0.27996514,positive
演员们演得奇好，,0.59799594,,0.40200406,positive
最佳演员奖感觉能中一个！,0.72456921,,0.27543079,positive
这部的光彩依然聚焦在导演简•坎皮恩个人上（而不是演员），,0.53063243,,0.46936757,positive
演员主导的电影，,0.46889525,,0.53110475,negative
由于让步于演员的表演秀导致两个小时讲的东西过少。,0.55690571,,0.44309429,positive
连演员的嗓音和低声抽泣都照顾到了。,0.30166017,,0.69833983,negative
科幻电影能不能演员找颜值高点的,0.49863395,,0.50136605,negative
特效和演员都是二流美剧水平，,0.55066364,,0.44933636,positive
连漂亮演员都不用了。,0.69591985,,0.30408015,positive
全片的演员要颜值无颜值，,0.47985871,,0.52014129,negative
You'reaprofessional...anexpectdevotedtotimingandprecision.Avirtuoso.——恭喜安东尼·霍普金斯在错失金球奖、美国演员工会奖等最佳男主角后，,0.68704758,,0.31295242,positive
再加上一群脸熟的演员，,0.440173,,0.559827,negative
凭几位演员的表演，,0.56615875,,0.43384125,positive
这部片子不如改名为：演员都是大师。,0.50510831,,0.49489169,positive
都是成名的演员，,0.49062776,,0.50937224,negative
霍普金斯在演员撇吧排在第一，,0.46079159,,0.53920841,negative
这样浪费演员？,0.27488426,,0.72511574,negative
优秀演员，,0.72631839,,0.27368161,positive
磨磨叽叽的感觉女主演员胖了好多,0.4384331,,0.5615669,negative
看看演员好了,0.69706388,,0.30293612,positive
虽然西格讽刺连姆尼森并非动作片演员，,0.30526417,,0.69473583,negative
演员、剧本、角色的塑造完全出乎意料的好，,0.54514944,,0.45485056,positive
女演员的大眼睛一流泪就忍不住跟着流泪。,0.31438438,,0.68561562,negative
女演员们都演得好好，,0.6346717,,0.3653283,positive
演员：烂。,0.47934387,,0.52065613,negative
表现手法和演员演技有待加强，,0.51297671,,0.48702329,positive
总体来说还是一次不错的观影体验创作者有认真在做演员有认真在表演很多点的嵌入也不至于尴尬算是一部小成本但是质量还不错的电影,0.69323075,,0.30676925,positive
演员们演技有点尬，,0.47348398,,0.52651602,negative
是为了让我们看清演员的面部表情？,0.45176059,,0.54823941,negative
陶慧还有其他演员演的都特别好，,0.72501809,,0.27498191,positive
演员演得也不错。,0.73065487,,0.26934513,positive
演员，,0.49625884,,0.50374116,negative
武松的演员有武侠气质，,0.50976256,,0.49023744,positive
女主长相在网大女演员里算是很耐看的类型。,0.61611537,,0.38388463,positive
里面的演员虽都没听说过，,0.50929714,,0.49070286,positive
演员也都很到位，,0.72911637,,0.27088363,positive
这演武松的演员不太行。,0.43498445,,0.56501555,negative
武松的演员选得非常给力，,0.71576964,,0.28423036,positive
主要是演员演技算是能打个合格分了，,0.52456984,,0.47543016,positive
剧本、演员、服化道、动作戏都是有诚意的，,0.60957607,,0.39042393,positive
也没有演员，,0.35855015,,0.64144985,negative
演员演技也还行，,0.57365354,,0.42634646,positive
垃圾剧情垃圾演员垃圾编剧。,0.26923648,,0.73076352,negative
演员不出戏，,0.41881547,,0.58118453,negative
演员还是不要演反派，,0.46988908,,0.53011092,negative
还是很感慨就像韩国影视圈这种非常在意颜值又有挺多演技好长得也好的年轻演员的地方，,0.45206449,,0.54793551,negative
罗美兰女士真是个好的喜剧演员,0.69421316,,0.30578684,positive
演员魅力为之加分。,0.54756251,,0.45243749,positive
换别的演员可能坚持不到看完。,0.52758842,,0.47241158,positive
演员魅力和能力撑起整部电影的实例，,0.53995756,,0.46004244,positive
罗美兰和一众演员们演得都很好。,0.70344777,,0.29655223,positive
我爱的两个女演员，,0.60546021,,0.39453979,positive
演员上罗美兰和罗文姬都很有亮点,0.69208435,,0.30791565,positive
罗美兰是个天生的喜剧演员。,0.52237113,,0.47762887,positive
但是演员都是好演员没话说，,0.61382411,,0.38617589,positive
看看演员得了。,0.57516781,,0.42483219,positive
国内也找不到可以驾驭这些角色的演员......,0.48405277,,0.51594723,negative
还看到很多隔壁剧组的演员来客串。,0.49461016,,0.50538984,negative
罗美兰+金武烈都是我好喜欢的韩国演员，,0.72240691,,0.27759309,positive
演员们有魅力,0.60972679,,0.39027321,positive
法国演员的魅力吧,0.72383392,,0.27616608,positive
演员是好的,0.36477931,,0.63522069,negative
演员表里居然也没他,0.27212729,,0.72787271,negative
女演员都人老珠黄。,0.60400223,,0.39599777,positive
王胖子的配音演员有一定功劳。,0.51129252,,0.48870748,positive
胡八一和王凯旋很卖力的在演镜头给到旁边的演员时没接上有点看戏的感觉，,0.59427944,,0.40572056,positive
演员选的好搞笑，,0.65056409,,0.34943591,positive
演员演技总的都还行。,0.60898229,,0.39101771,positive
演员适配度也不行，,0.43367304,,0.56632696,negative
部分演员演技生硬，,0.42972923,,0.57027077,negative
演员演技都还能稍微好一点点，,0.64945549,,0.35054451,positive
这版看着演员都有点不在线，,0.45511299,,0.54488701,negative
演员演技也不咋滴，,0.27781367,,0.72218633,negative
有些地方演员的反应真的肉眼可见的尴尬，,0.53747573,,0.46252427,positive
演员剧本和摄像剪辑全面崩坏，,0.48251962,,0.51748038,negative
很多演员虽然戏份不多但也不用像是他们中途跑路一样戏份少到完全是在应付。,0.50952165,,0.49047835,positive
本作中依旧有不少演员奉上水准级的演技，,0.53188619,,0.46811381,positive
演员都不错。,0.73104982,,0.26895018,positive
李光洙还是适合RM他演什么角色都像바보不适合真挚真挚起来只会更加好笑演员做成这样蛮可惜的电影的故事线蛮程式化的那个寻找儿子的爸爸遇到了一个老奶奶强行煽情韩国电影总有这样的片段看多了眼泪就不值钱了唯一精彩一点的地方是后面不知道哪里找来的大桶有点惊险！,0.43097031,,0.56902969,negative
李光洙想做好演员的话那千万要远离typecasting,0.6205556,,0.3794444,positive
演员们的化学反应真不错，,0.72789846,,0.27210154,positive
这么多优质的演员配合一个烂本疫情时代吃饭不宜,0.60215423,,0.39784577,positive
感觉就是韩国流水线出来的作品请的演员也是有点名气又有点一般的那种金社长厉害了前几天刚出的dp和地陷还挺高产故事就是男主一家在长养洞买了新房但居然搬进去才两星期并且是同事来看望后的第二天就遭到地陷整栋楼掉进地下250米处一开始没找到儿子后面找到了本以为是119把他们给救上来的后面居然是他们靠着下暴雨然后坐上一个很大的潜水艇一样的黄罐子漂到上面的也离谱这种房子我就好奇能通的过验收吗？,0.48452603,,0.51547397,negative
演员好好看，,0.62060199,,0.37939801,positive
里面这些女演员哪里找来的！,0.44346573,,0.55653427,negative
演员太喜欢了。,0.73078988,,0.26921012,positive
美国演员是有什么唐家屯情节么，,0.48594779,,0.51405221,negative
浪费演员。,0.2857903,,0.7142097,negative
几名演员都很不错，,0.73103248,,0.26896752,positive
每个演员在这部阴间电影都失去了自己的魅力，,0.42832128,,0.57167872,negative
电影里的两个女主角都是金牌喜剧演员，,0.48128501,,0.51871499,negative
如果没有这么出色的演员，,0.62273779,,0.37726221,positive
。这么多眼熟的演员，,0.48499069,,0.51500931,negative
结局好评三个演员和服化道我都好喜欢所以给四星就是故事不错但拍的有点弱了些,0.72933479,,0.27066521,positive
两位演员在做分段式表演，,0.57572507,,0.42427493,positive
其他演员点缀一下，,0.65039961,,0.34960039,positive
不过看到scottpilgrim里面的两位演员reunite我还是很开心的❤️,0.68121195,,0.31878805,positive
演员是真好！,0.73082879,,0.26917121,positive
两个女演员和那只猫也都戏很好。,0.69263954,,0.30736046,positive
对手演员跟他根本不是对手。,0.46184895,,0.53815105,negative
冲着演员去看的，,0.48656551,,0.51343449,negative
几乎所有演员的演技都挺烂的，,0.29767895,,0.70232105,negative
大部分演员也都是黑人。,0.52814328,,0.47185672,positive
我真的是第一次从国外电影中发现演员的演技是多么苍白和差劲！,0.30098998,,0.69901002,negative
演员状态，,0.50485833,,0.49514167,positive
这些演员演的是个啥啊😅,0.46890857,,0.53109143,negative
结果实际剧本、导演掌控、演员表演等等所有部分都拉垮随意到无法想象，,0.51229165,,0.48770835,positive
男主演员找到狮门说自己的点子牛逼class，,0.48232585,,0.51767415,negative
男主先前仅仅是一个脱口秀演员，,0.47059448,,0.52940552,negative
"服化道还挺像回事,反而是演员我觉得不行,剧情也太简单了,剪辑真的有点烂,名字叫法医但是片中对法医的刻画也不太够啊,总之就是深度没进去太浮于表面了.",0.44170102,,0.55829898,negative
演员表现的也不好，,0.30369258,,0.69630742,negative
演员演技也一般，,0.27140531,,0.72859469,negative
第三：演员人设。,0.44233063,,0.55766937,negative
。至于大家说演员编剧balabala，,0.55056272,,0.44943728,positive
剧情、演员都看得我有些尴尬...明明有那么多好电影，,0.39267355,,0.60732645,negative
内容和演员都撑不起，,0.4894318,,0.5105682,negative
演员来说，,0.49364842,,0.50635158,negative
剧情不错演员除了男主还算正常其他人演的都有点假,0.53647434,,0.46352566,positive
演员一般，,0.2695789,,0.7304211,negative
叙述流畅、对白的含金量巨高⋯完整的展现了一个人的一生、和时代的变化⋯演员方面不用说，,0.63899535,,0.36100465,positive
也可惜了一众好演员！,0.27604546,,0.72395454,negative
可惜了Harvey这样级别的演员。,0.57303511,,0.42696489,positive
演Lansky的演员演得也都挺好，,0.72173675,,0.27826325,positive
饰演传记电影主角的演员没有魅力是一件多么可怕的事,0.33283915,,0.66716085,negative
三流的编剧和二流的导演合伙砸了一流演员扮演传奇黑帮大佬人物,0.52894975,,0.47105025,positive
饰演兰斯基的演员演技了得。,0.50767999,,0.49232001,positive
看卡司好几个喜剧演员以为是法式无厘头喜剧，,0.48174042,,0.51825958,negative
演员颜值尴尬，,0.47706974,,0.52293026,negative
几个演员也都有水准，,0.6507309,,0.3492691,positive
演员整体颜值坍塌。,0.58489877,,0.41510123,positive
赶紧给我把《演员的自我修养》重读一百遍！,0.57895583,,0.42104417,positive
！演员在演的时候真的不会被自己笑死吗哈哈哈哈哈哈！,0.72118715,,0.27881285,positive
导演和演员都太会了，,0.66025076,,0.33974924,positive
非常值得期待的演员。,0.7305975,,0.2694025,positive
以及演员的水准都是亚洲超一流的存在。,0.65763675,,0.34236325,positive
调度编排、剧情设计、演员表演乃至背后的工业体系皆是为此职业道德而存在。,0.48655939,,0.51344061,negative
