content,Positive,Neutral,Negative,Sentiment
比导演都没看过原作的攻壳真人版强……,0.50246561,,0.49753439,positive
杀伐场面的确有导演一贯的cult趣味，,0.50512245,,0.49487755,positive
看的如坐针毡一边想睡觉一边想电影什么时候完啊开挂女主一路打怪顺便谈恋爱的故事还插入了运动政治自由阶级等诸多没说明白的大坑各种无脑圣母情结为了秀特效的桥段导演想说的太多哪个都没说透故事线没起伏人物塑造没深意说洗白就洗白便当领的没成本反派死于话多倒是青少年叛逆很明晰世界观那么大要拍续集的架势冲着诺叔最后一个镜头我却一点也不期待真的是浪费时间,0.52927423,,0.47072577,positive
美学上：导演放弃了传统赛博朋克九龙寨式霓虹美学，,0.5029797,,0.4970203,positive
就是B级片导演放到A制作里天然会产生别扭感，,0.45609503,,0.54390497,negative
打群架的B级片导演踏上恢弘征途，,0.66879222,,0.33120778,positive
导演应该把攻壳再拍一遍，,0.5027305,,0.4972695,positive
不知道导演是什么意思,0.45388867,,0.54611133,negative
有种过气香港导演的气质，,0.55921948,,0.44078052,positive
"觉得这部电影好,是和其他好莱坞电影相比觉得这部电影不好,是和漫画原著相比导演大概有强烈的预感这部电影拍不出第二集了,所以抓紧机会把前几卷自己喜欢的桥段都塞进去,为了把这些桥段在有限的篇幅内快速的串起来魔改了部分设定,导致中间衔接的文戏非常的尬但不吹不黑,真人选角的气质都很还原,而且打斗戏是真的好,反正能看到以这样的质感再现漫画名场面我已经满足了理智评价3.5分,出于情感四舍五入到4.0分ˊ_>ˋ",0.63166137,,0.36833863,positive
！/知道导演罗德里格兹是德州人后，,0.48285013,,0.51714987,negative
想称赞德州嬉皮士城市出生长大的导演，,0.66429993,,0.33570007,positive
这样的改编只能体现出导演没有领悟到原著的要领（然而他们的前作《闪亮的眼睛》我还蛮喜欢的...），,0.60439255,,0.39560745,positive
就等着导演怎么演绎。,0.50889502,,0.49110498,positive
这或许是两个导演的原因；片中的面具虽然说是恐怖电影的标配，,0.41746942,,0.58253058,negative
导演也就要拍个简单恐怖的鬼屋片，,0.27590606,,0.72409394,negative
大概导演还是带着非常正统的人死不得复生的理念吧。,0.48986539,,0.51013461,negative
导演在某处镜头处理的方式也模仿了【我认为确实是模仿了】《闪灵》最经典的镜头。,0.51356826,,0.48643174,positive
导演无用，,0.306189,,0.693811,negative
但感觉两位导演只是看中了恐怖的故事转折和能做出的视觉效果，,0.31636524,,0.68363476,negative
！导演的拍摄手法有点为了吓人而吓人，,0.44853403,,0.55146597,negative
导演还试图用人物在安静的环境中缓慢的行动，,0.56075367,,0.43924633,positive
被导演拍成了一个傻批无脑爸爸作死记，,0.29388138,,0.70611862,negative
导演是可有可无，,0.50101412,,0.49898588,positive
让人难过；可惜导演功力不足，,0.27126379,,0.72873621,negative
导演的本意呢，,0.50104963,,0.49895037,positive
莫非导演有个《如何拍反战题材傻瓜指导手册》？,0.44444581,,0.55555419,negative
导演叙事让人昏昏欲睡，,0.45970696,,0.54029304,negative
但导演显然也没想去深挖几个人的复杂人性，,0.4780464,,0.5219536,negative
事实证明让拍沙雕片的导演来拍摇滚传记是个非常正确的选择，,0.48126454,,0.51873546,negative
乐队属性和导演风格都完全不同。,0.51968386,,0.48031614,positive
还是导演选择了这种，,0.54529854,,0.45470146,positive
网飞给导演的自由度我真是服气的。,0.49705245,,0.50294755,negative
导演一拍脑门儿：忘了反战，,0.49243346,,0.50756654,negative
赶紧补在最后~~~~~~~~~拜拜导演好好学习钢锯岭吧！,0.69959632,,0.30040368,positive
"导演练剧情的连贯性都保持不了....这剧跟东亚某国的抗日神剧有一拼,",0.43640771,,0.56359229,negative
但导演水平实在太差，,0.26912933,,0.73087067,negative
"导演功力不行,",0.52453461,,0.47546539,positive
导演到底想说什么？,0.4597666,,0.5402334,negative
感觉导演编剧自己的底气都不够,0.40076096,,0.59923904,negative
但热心小兵的爆头也许是导演的一种宣示。,0.55599214,,0.44400786,positive
而导演也故意把这个桥段幽默一把。,0.56327784,,0.43672216,positive
可惜导演把每个女性角色都当成锤哥的挂件…,0.47077107,,0.52922893,negative
作为《偷天换日》和《速8》的导演，,0.51423189,,0.48576811,positive
很可能就是一个制片人导演编剧未取得共识最后多方妥协的怪胎。,0.49011008,,0.50988992,negative
不愧是《速8》的导演导的，,0.72974242,,0.27025758,positive
这个导演赶紧被好莱坞拉黑吧,0.69390501,,0.30609499,positive
看导演和监制就知道，,0.49720942,,0.50279058,negative
导演剧本各种不合后的产物！,0.33438275,,0.66561725,negative
新导演似乎完全没有理解黑衣人系列的趣味，,0.45421623,,0.54578377,negative
装模作样神神叨叨（一些清洁人类灭霸思想🈶️）然后为了死在邦德前头就得跟他多唠一会整个为了死而死就这拍了2h40min属实是导演编剧占很大问题//我以为我会为邦德赴死而哭但确实为邦德些许潦草的结局遗憾不甘（我哪想得到15年了维斯帕还要被炸墓）,0.30646903,,0.69353097,negative
符合丹叔007的风格；导演拍摄人文风光方面真不错，,0.71974956,,0.28025044,positive
然而导演对她的戏份太懂的惜字如金，,0.55457752,,0.44542248,positive
可能要找诺兰、绿草地这样的英国导演来改良了。,0.48396508,,0.51603492,negative
导演班底差，,0.26932973,,0.73067027,negative
导演很技工。,0.52070757,,0.47929243,positive
PS福永和福奎阿可能是好莱坞最实至“名”归的两位清宫戏导演。,0.64445845,,0.35554155,positive
导演的掌控能力还是太差了，,0.2927469,,0.7072531,negative
我还以为导演也是日本人呢，,0.47718789,,0.52281211,negative
结果导演是个澳大利亚人，,0.4951138,,0.5048862,negative
"6.3/10本片再一次验证了影迷之间常用来打趣的一句话,那便是温子仁监制作品与温子仁导演作品得区分看待。",0.55334685,,0.44665315,positive
但是打斗是三线导演水平还是搞不懂华纳，,0.48609116,,0.51390884,negative
导演明显功力不够，,0.49635939,,0.50364061,negative
导演真的是毫无想象力，,0.48025777,,0.51974223,negative
找了一个毫无美感意识的导演，,0.50614046,,0.49385954,positive
导演自己都没有把附身的来龙去脉想明白就拍片了，,0.54906252,,0.45093748,positive
不过这点钱真的应该去请个好编剧2333感觉很多导演们都宁可自己来也不想花钱请好编剧的样子其实故事相对其他而言还蛮便宜的因为编剧们都一直是隐形人大家讲电影都爱讲导演和主演编剧是谁却很少第一时间记住隐形程度可见一斑,0.58140865,,0.41859135,positive
导演自己都没有把附身的来龙去脉想明白就拍片了，,0.54906252,,0.45093748,positive
导演也相当可爱了。,0.73051485,,0.26948515,positive
可惜导演没弄好。,0.28692441,,0.71307559,negative
儿童电影竟然看完了小小的事情拍的有滋有味导演了不起,0.62110326,,0.37889674,positive
《爱在日落黄昏时》导演作品。,0.62181013,,0.37818987,positive
却发现自己二十年来的焦虑可以在极地工作的孤独中治愈～【导演真的不是TED黑吗】妻子失踪，,0.27875328,,0.72124672,negative
导演感觉更是不在状态，,0.46823058,,0.53176942,negative
导演明明是林克莱特，,0.50020027,,0.49979973,positive
2020#69☞即使是看起来套路的故事经过导演和大魔王的处理还是要优于平均水平的三星半,0.56230242,,0.43769758,positive
优秀女演员和优秀导演合作的讲述女性迷失与挣扎的电影，,0.66095875,,0.33904125,positive
看到导演时我震惊了...难怪电影里那么多壁画...,0.40122834,,0.59877166,negative
爱在三部曲导演理查德·林特莱克新作，,0.54240987,,0.45759013,positive
明显能看出导演尽可能让老角色有更多的戏份。,0.59732073,,0.40267927,positive
没办法导演们太难了，,0.33844124,,0.66155876,negative
基本浓缩了导演对星战的态度，,0.48828436,,0.51171564,negative
三部曲应该一个导演导的。,0.46636123,,0.53363877,negative
还是导演的问题。,0.52777899,,0.47222101,positive
新世纪前后沃卓斯基姐弟、诺兰等一批个性化的科幻片导演出现之后，,0.55368615,,0.44631385,positive
只有斯科特、卡梅隆这些老导演还能继续玩创意，,0.50400692,,0.49599308,positive
不过现在DC宇宙把导演偏个人化的风格剔除的一干二净，,0.48857112,,0.51142888,negative
导演是不是不知道“Panning”和“Trackshot”这两个运镜手法怎么写？,0.56341343,,0.43658657,positive
看过导演之前那些恐怖短片，,0.30011346,,0.69988654,negative
恐怖片导演毕竟是恐怖片导演，,0.33813844,,0.66186156,negative
导演的功力明显是不够的。,0.49658009,,0.50341991,negative
片子里始终都有出现~桑导恐怖片导演功力完全没浪费，,0.38532343,,0.61467657,negative
导演在青春片路线中加入恐怖片的风格，,0.57318624,,0.42681376,positive
这片的理想导演人选应该是是枝裕和,0.54778254,,0.45221746,positive
不同导演，,0.49994765,,0.50005235,negative
以及我看完才发现导演为温子仁徒弟；搞笑如沙雕气息——黑暗气息与搞笑氛围、成熟男孩与幼稚成人这两对反差形成了笑点，,0.43818579,,0.56181421,negative
导演你还是回去拍你的恐怖片吧。,0.3668163,,0.6331837,negative
ps：推荐你们去看本片导演之前的恐怖短片，,0.33186494,,0.66813506,negative
所以不是所有拍恐怖片的导演都能有温子仁的水平的。,0.43077086,,0.56922914,negative
个别镜头略吓人（因为导演是恐怖片导演DavidF.Sandberg的缘故？,0.32234818,,0.67765182,negative
导演我知道你是想探究一下原生家庭的各种问题，,0.49283558,,0.50716442,negative
导演也真一看就是拍恐怖片的。,0.38014929,,0.61985071,negative
而DC本身迷人的黑暗面则靠导演的恐怖片经验带来的小心思塑造的氛围感才维护起来点。,0.48014976,,0.51985024,negative
恐怖片导演出身戏剧张力不够啊。,0.29569451,,0.70430549,negative
导演还是懂宅梗嘛。,0.53797656,,0.46202344,positive
导演在内在调度上非常死板，,0.4028058,,0.5971942,negative
导演在长片的驾驭能量比《关灯后》的确加强了很多，,0.58073116,,0.41926884,positive
导演明明是有功夫的。,0.50518178,,0.49481822,positive
导致故事没有说服力（导演问题）；2、家中小伙伴发现Billy真身的环节生硬，,0.38761377,,0.61238623,negative
导演可以画好十几分钟的动画片，,0.62908175,,0.37091825,positive
然而导演功力有欠缺，,0.50973898,,0.49026102,positive
导演以为观众都在他的梦里。,0.50940669,,0.49059331,positive
"波茜娅在魔女嘉莉里演的女霸王欺凌被报复,导演肯定是看了那部选的她哈哈",0.5678272,,0.4321728,positive
结果当你以为导演很高端会怎么去圆这个故事，,0.45765706,,0.54234294,negative
导演应该在想“我反转了就算是完成恐怖片任务了”，,0.34638939,,0.65361061,negative
导演在一小时四十来分钟的时间里讲里数个小故事，,0.51655127,,0.48344873,positive
其实可以看出来导演在尽力(对多重时间线的编排与剧情的反转)，,0.54368143,,0.45631857,positive
导演在可见的画内空间里，,0.50861754,,0.49138246,positive
“升级”导演新作，,0.55481465,,0.44518535,positive
导演大概是看了《私人采购》里兀自开合的玻璃门得到了创作灵感，,0.59220251,,0.40779749,positive
给人一种极度情绪化的感觉这就是为什么后面她可以感受得到隐形人的存在而其他人不行觉得导演这个细节特好。,0.45771016,,0.54228984,negative
可以可以🌚导演是个狼人,0.70665523,,0.29334477,positive
好想和导演做爱啊！,0.71644002,,0.28355998,positive
是一次很酷的导演处理。,0.45959295,,0.54040705,negative
赋予电影高于编剧、导演所能赋予的可信度。,0.6533029,,0.3466971,positive
不但没营造出细思极恐的惊悚氛围反而还弄出了一种要么是导演剪掉了什么重要部分，,0.31948589,,0.68051411,negative
当时女他和upgrade一同入围巴黎诡奇电影节的时候就觉得这个导演真的是很有天赋，,0.6587089,,0.3412911,positive
以及导演夹带私货，,0.44871121,,0.55128879,negative
导演雷·沃纳尔基本把《升级》里爱炫技的毛病规避掉了，,0.44715098,,0.55284902,negative
这种打斗戏可能会成为导演的标志，,0.47096909,,0.52903091,negative
导演诸如反复横摇的镜头运用和对封闭空间的制造的恐怖效果很有温子仁在《招魂》中的水平，,0.49982402,,0.50017598,negative
导演真干脆，,0.59912952,,0.40087048,positive
导演把《升级》的动作炸裂感与《消失的爱人》的操控与反制结合起来。,0.53087752,,0.46912248,positive
他的导演功力也逐渐可以向好哥们温子仁慢慢看齐了。,0.69559293,,0.30440707,positive
导演的调度能力，,0.52294897,,0.47705103,positive
得益于导演前作《升级》的成功案例，,0.6543405,,0.3456595,positive
后半段是导演风格的延续，,0.48926828,,0.51073172,negative
？看到隐形男主一人独杀十个警察就不想看了醒醒啊导演中国烂片都不流行这样的主角光环了！,0.39434594,,0.60565406,negative
很喜欢导演的上部作品《升级》，,0.73046638,,0.26953362,positive
LeighWhannell这么有前途的R级片导演千万别被漫威收编了才好,0.67769381,,0.32230619,positive
18年看过导演的《升级》，,0.56052686,,0.43947314,positive
这位导演进步很大，,0.72180916,,0.27819084,positive
查了作品表发现之前就看过导演的《升级》，,0.63020954,,0.36979046,positive
所以这个导演的风格我可能不太喜欢了,0.71726246,,0.28273754,positive
导演与范霍文或卡梅隆的相比，,0.6185205,,0.3814795,positive
导演最后也给了女主这么一个“制胜时刻”，,0.45668655,,0.54331345,negative
不得不感叹沃纳尔导演功力的提升还是挺快的。,0.60239943,,0.39760057,positive
一些动作场面的处理上明显可以看出导演前作《升级》的影子。,0.64498647,,0.35501353,positive
在导演的帮助下她最终得以将银幕外所有沉默的目击者一并指认为帮凶。,0.37505366,,0.62494634,negative
被营销号潮吹的《升级》导演的续作，,0.52815271,,0.47184729,positive
要说前半段导演还努力营造惊悚氛围，,0.38818035,,0.61181965,negative
聪明的导演会用视听制造氛围，,0.61748545,,0.38251455,positive
导演未来可期。,0.60661367,,0.39338633,positive
导演更厉害的是把一个原来大制片厂设定的怪物电影结合现在做成了反家暴电影，,0.43752941,,0.56247059,negative
导演掌控不错。,0.73036954,,0.26963046,positive
《升级》导演李瓦闹的事业看来是正式扬帆启航了。,0.63661427,,0.36338573,positive
拍过《升级》的导演对于黑科技的展现实在迷人：隐身衣正式亮相那里，,0.54015968,,0.45984032,positive
不如导演自己的作品《升级》好看，,0.57490322,,0.42509678,positive
这个导演特别怕观众看不懂，,0.47602809,,0.52397191,negative
塞隆肯定是欠了导演人情,0.49100738,,0.50899262,negative
一直在怨念詹姆斯·格雷导演上一部《迷失Z城》在国内上映的时候，,0.49257827,,0.50742173,negative
对于这种反类型的作者导演，,0.4925605,,0.5074395,negative
每次看完格雷导演的电影，,0.52996164,,0.47003836,positive
基本上导演是把《迷失Z城》又翻拍了一遍太空版……,0.49635376,,0.50364624,negative
或许是导演cynical一面的一种表达？,0.58726377,,0.41273623,positive
格雷是一个很浪漫甚至有些老派的导演，,0.53165508,,0.46834492,positive
至少导演还是让父亲坚持了自己的选择，,0.60326676,,0.39673324,positive
格雷最接近的导演其实是维斯康蒂,0.52297217,,0.47702783,positive
格雷果然是商业片中的文艺导演，,0.54064106,,0.45935894,positive
导演善于宏大叙事，,0.50391269,,0.49608731,positive
还真以为是黑暗之心和现代启示录结尾lame的要吐血了这个导演老是以一副“我有很深刻的东西要告诉你”的嘴脸来欺骗观众其实只是热衷于Abandonmentissue.,0.40271475,,0.59728525,negative
再查查导演格雷的简介，,0.50322779,,0.49677221,positive
格雷依旧是当下好莱坞最独特的导演之一，,0.59239755,,0.40760245,positive
据说导演的原意还被修改过，,0.51567455,,0.48432545,positive
这已经不是普通导演所能企及的领域了，,0.51403548,,0.48596452,positive
科学概念方面的槽点实在过多；导演JamesGray从首作的纽约《小奥德萨》街区到如今的太阳系边缘都逃脱不掉daddyissue，,0.57390382,,0.42609618,positive
让格雷之类的作者导演可以更好的营造出自己心中的氛围，,0.50960823,,0.49039177,positive
作为一个文科狗也觉得导演不是在拍电影而是在试图重写人类物理学天文学工程学教科书，,0.496944,,0.503056,negative
但导演用这些所有元素，,0.50885688,,0.49114312,positive
期待导演剪辑版。,0.6761144,,0.3238856,positive
不是每个导演都能像维伦纽瓦，,0.49650577,,0.50349423,negative
每一部作者电影有着它不同的质感和样子；很多作者导演们拍的始终是一部电影，,0.53436014,,0.46563986,positive
导演在想啥？,0.50192334,,0.49807666,positive
说起来该片摄影师合作的导演都音乐品味斐然，,0.53466623,,0.46533377,positive
导演是在讽刺观众们“可耻的猎奇心”。,0.29030155,,0.70969845,negative
不难看出作为导演的詹姆斯·格雷并没能完全按照他的原初想法完成这部电影，,0.44616715,,0.55383285,negative
能看出剪辑帮导演剪掉很多冗余桥段。,0.52325748,,0.47674252,positive
关键时刻逃避解决一闪而过的文艺片导演通病。,0.51237786,,0.48762214,positive
片尾的40秒和导演没关系，,0.46414747,,0.53585253,negative
剧本和导演这样，,0.47990949,,0.52009051,negative
我那么渴望成为一名导演，,0.61617464,,0.38382536,positive
未来做不做导演，,0.49119366,,0.50880634,negative
离导演前作《头脑特工队》差很远，,0.40673965,,0.59326035,negative
这个导演值得期待！,0.73078423,,0.26921577,positive
最后发现导演是尼尔马歇尔，,0.44281877,,0.55718123,negative
权游导演的電影，,0.505188,,0.494812,positive
对标导演野心的话，,0.49267597,,0.50732403,negative
再看看导演B级片的审美，,0.70432239,,0.29567761,positive
导演很热衷于追求“大”，,0.58412438,,0.41587562,positive
但导演一味展现自己的恶趣味和暴力奇观而忽略故事本身，,0.37727993,,0.62272007,negative
也完全可以感受到片场中导演和制片人的无限撕扯，,0.45247183,,0.54752817,negative
一查导演原来如此。,0.52023712,,0.47976288,positive
"制作人与导演夺权男主不满瞎指挥从片场出走：http://news.mtime.com/2019/04/12/1590864.html3.""地狱男爵""扑街男主回应：我真的尽力了。",0.35510016,,0.64489984,negative
导演应该很喜欢《巫师3》吧，,0.72887018,,0.27112982,positive
导演之前专门拍重口恐怖Cult片的，,0.34975838,,0.65024162,negative
120分钟却感觉导演都没把故事说完整，,0.57588194,,0.42411806,positive
可惜不是我陀导演，,0.29271681,,0.70728319,negative
越往后看越能感受到导演的恶趣味，,0.50671396,,0.49328604,positive
（导演：好的）,0.72013702,,0.27986298,positive
我就想说导演啊，,0.48112567,,0.51887433,negative
林导演真的把这个系列给玩透了。,0.55798283,,0.44201717,positive
这波演员导演制作人全都放弃了吧，,0.38746846,,0.61253154,negative
几个导演对设定的左右互搏根本无法让人对未来抱有希望。,0.5827815,,0.4172185,positive
编剧和导演都懒得伪装了，,0.32055459,,0.67944541,negative
导演是有多喜欢《黑暗骑士》系列……,0.67587903,,0.32412097,positive
看得出导演对速激的感情，,0.52231946,,0.47768054,positive
导演编剧借角色之口频繁的赤裸裸地对影迷进行嘲讽，,0.40194916,,0.59805084,negative
顺便说李骏导演在北电这场QA大概是这三四年来我听过的最好的一场，,0.53774189,,0.46225811,positive
李骏导演台风真好，,0.72921537,,0.27078463,positive
李骏导演一直是个笨办法拍片的导演，,0.48504398,,0.51495602,negative
不知道是不是跟导演之前绝大多数作品都是电视剧相关。,0.54078733,,0.45921267,positive
再优秀的电视剧导演，,0.71634013,,0.28365987,positive
导演智商可能还落后观众呢，,0.45780151,,0.54219849,negative
观众就像是被导演按着头问了句：你知道茴香豆的“茴”字有多少种写法吗？,0.4863147,,0.5136853,negative
导演的水平实在堪忧，,0.43212192,,0.56787808,negative
我就想问问导演：你们凭什么这么对待一个看电影的观众？,0.40259366,,0.59740634,negative
导演自以为洞察世事，,0.47706942,,0.52293058,negative
大好年华碰到的不是烂导演就是烂剧本。,0.30409198,,0.69590802,negative
总而言之和导演上部作品是一样的问题——毫无电影感。,0.47397535,,0.52602465,negative
愧对于导演系的出身，,0.66918429,,0.33081571,positive
但是导演居然选择提前剧透，,0.54537667,,0.45462333,positive
导演没那个功力就别整乱七八糟的叙事节奏，,0.38335339,,0.61664661,negative
看导演的采访，,0.51523296,,0.48476704,positive
很多导演都想通过影片彰显人性，,0.54986309,,0.45013691,positive
但搞不懂导演为什么要搞个非线性叙事，,0.42132632,,0.57867368,negative
导演给影视专业的同学们拍了一道113分钟的改错题，,0.52579802,,0.47420198,positive
导演一些拍电视剧的低级手法带了进来，,0.4102947,,0.5897053,negative
而且就导演个人能力而言，,0.52901604,,0.47098396,positive
"祝导演不被骂～片尾有彩蛋,",0.4323173,,0.5676827,negative
比这个编剧+导演组合的上一部大银幕作品《惊天大逆转》强了十万倍，,0.52484089,,0.47515911,positive
摸到了一个规律：如果导演和剧本不到位，,0.48688391,,0.51311609,negative
不过感谢导演，,0.72955589,,0.27044411,positive
导演不仅缺少审美的才华与贯彻，,0.5943872,,0.4056128,positive
而且李骏导演也更擅长拍电视剧。,0.47748945,,0.52251055,negative
但还好导演使用了双线叙事，,0.54410306,,0.45589694,positive
剧作＞导演。,0.501909,,0.498091,positive
期待一个更有才的导演来翻拍。,0.70858498,,0.29141502,positive
导演太浮夸，,0.49989669,,0.50010331,negative
可惜被沙比导演拍成了搞笑片。,0.63027903,,0.36972097,positive
片子透出新生代导演的斗志。,0.56369313,,0.43630687,positive
程小东导演真的很厉害，,0.59244696,,0.40755304,positive
我点想看的时候导演还是。,0.52125078,,0.47874922,positive
大部分时间都以为导演想拍的其实是《东成西就》，,0.50086982,,0.49913018,positive
而程小东作为动作指导出身的导演真的懒到连打斗都不咋设计的地步了，,0.39929477,,0.60070523,negative
看不出来导演到底想表达什么……,0.35063844,,0.64936156,negative
导演拼尽全力的各种骚操作都用上了，,0.50935446,,0.49064554,positive
导演在宽幅和视角上动了些心思。,0.54469676,,0.45530324,positive
来标记才发现导演是大群的导演！,0.60447814,,0.39552186,positive
以及不久前的<双子杀手>和<星际探索>(要不是导演把控住了节奏和演员的个人魅力加持估计也要崩)，,0.52862723,,0.47137277,positive
在这样不完美的导演首秀中，,0.66110851,,0.33889149,positive
不知道导演想表述个啥！,0.55268995,,0.44731005,positive
导演NoahHawley从电影借鉴挪用到美剧的新奇趣怪三板斧，,0.6219681,,0.3780319,positive
只能暂且说是导演的各种操作太刻意了吧，,0.44762853,,0.55237147,negative
导演万年夹带私货惯犯，,0.49855809,,0.50144191,negative
导演不断用声音介入去复杂单一场域，,0.44790741,,0.55209259,negative
